#Genotype_assay_ID,GS_accession_name,Country,GS_id(separated from accession),SampleSet,Subpop
1bba5319.0,PADI ROTAN,Indonesia,C1,RDP2,ind2
1c2c05d9.0,TOS 5790,Nigeria,IRGC 117256-1,RDP2,trj
1c63883f.0,C 57-5043,United States of America,IRGC 4057-1,RDP2,trj
1cc8db07.0,BANAT 2270,Romania,IRGC 65648-1,RDP2,tej
1cdcc77d.0,XI GU HONG,China,IRGC 74226-1,RDP2,admixed-ind
1cfc70d3.0,TADUKAN,Philippines,IRGC 9804-1,RDP2,admixed-ind
1d50b9fa.0,WIR 2521,Ukraine,IRGC 51658-1,RDP2,tej
1d8fb8a4.0,AUS 55,Bangladesh,IRGC 28918-1,RDP2,aus
1d922c45.0,AI JIAO XIAN,China,IRGC 72573-1,RDP2,ind1
1dc8c8b0.0,IR 70758-17-2-1,Philippines,C1,RDP2,admixed
1ddd092f.0,TANDUI,Malaysia,IRGC 71635-C1,RDP2,trj
1de0e087.0,KIKILONG,Malaysia,IRGC 71539-1,RDP2,trj
1deaab52.0,MAINTIMOLOTSY 1226,Madagascar,IRGC 11010-C1,RDP2,trj
1ded3870.0,TAKMARU,Bhutan,IRGC 67852-1,RDP2,admixed-jap
1e0d4903.0,IR 53236-275-1,Philippines,C1,RDP2,trj
1e3bb322.0,MAKALIOKA,Madagascar,IRGC 77865-1,RDP2,ind3
1e41c2df.0,IR 60,Philippines,IRGC 63493-C1,RDP2,ind2
1e443ba8.0,TOANG,Indonesia,IRGC 19144-1,RDP2,trj
1ec6c35b.0,JHUM BEGUNBICHI,Bangladesh,IRGC 25867-1,RDP2,aus
1ed60347.0,PANAKALI,Sri Lanka,IRGC 47399-1,RDP2,ind3
1ee2970e.0,CHUAN 3,Taiwan,NA,RDP2,admixed-jap
1f432a79.0,KEDAYAN,Malaysia,IRGC 71537-1,RDP2,admixed-jap
1f505831.0,SOUN BONG 9,Democratic People's Republic of Korea,IRGC 72554-1,RDP2,tej
1f60a36d.0,OS 4,Nigeria,IRGC 11335-C1,RDP2,trj
1f8b989f.0,ARC 18262,India,IRGC 42363-1,RDP2,admixed-ind
20ae61ed.0,TI KU,China,IRGC 1224-1,RDP2,admixed-ind
20ce1114.0,BAURUL,Bangladesh,IRGC 77193-1,RDP2,ind3
212a733d.0,PL 5068-24,China,IRGC 62952-1,RDP2,admixed-jap
213f2bce.0,PATBYEO,Korea, Republic of,NA,RDP2,tej
222c529f.0,CABOYO,Philippines,IRGC 5177-1,RDP2,admixed-ind
225401ad.0,DUMJA KAAP,Bhutan,IRGC 64890-1,RDP2,admixed
225b17eb.0,M 301,United States of America,IRGC 55229-1,RDP2,tej
2276ed84.0,IRAT 2,Senegal,GERVEX 606-C1,RDP2,trj
22875c56.0,DAVAO,Philippines,IRGC 8244-C1,RDP2,trj
228b186f.0,INIAP 415,Ecuador,IRGC 117001-1,RDP2,ind2
23b0b44c.0,TORO,Brazil,IRGC 50596-1,RDP2,trj
23e72f6e.0,WAS 208-B-B-5-1-1-3,Senegal,C1,RDP2,ind2
244f1a44.0,DS 17,India,IRGC 76293-1,RDP2,aro
246b16b0.0,DA 1,India,NA,RDP2,ind3
25382ab4.0,KENINGAU,Malaysia,IRGC 71538-1,RDP2,trj
2540f4a9.0,INDANE,Myanmar,NA,RDP2,admixed-jap
2552833e.0,CI 168-894,Brazil,IRGC 25992-1,RDP2,admixed-jap
25cdd8ae.0,GEMJYA JYANAM,Bhutan,IRGC 32411-C1,RDP2,admixed-jap
260c1d61.0,WIR 1086,United States of America,IRGC 57498-1,RDP2,tej
2662c501.0,CAMPO,Azerbaijan,IRGC 51522-1,RDP2,aro
26fb842f.0,ARC 11294,India,IRGC 21296-1,RDP2,admixed-jap
2746fbbe.0,CODE NO 31295,India,IRGC 46897-1,RDP2,aro
2779bcea.0,CHIGYUNGDO,Korea, Republic of,IRGC 55466-1,RDP2,admixed-jap
27aa24f8.0,ICTA POLOCHIC,Guatemala,IRGC 116997-1,RDP2,ind2
280a75b5.0,TCHAMPA,Iran,NA,RDP2,aus
281fe84b.0,MU XI QIU,China,IRGC 59794-1,RDP2,tej
2825323a.0,POKKALI,India,NA,RDP2,ind3
286d2883.0,JIMBRUK JOLOWORO,Indonesia,IRGC 43420-C1,RDP2,trj
28dd8a58.0,ONDEYKAM,Bhutan,IRGC 67846-1,RDP2,admixed-jap
28ede8e8.0,BG 90-2,Mali,C1,RDP2,ind2
2973ce77.0,DOBONGBYEO (SUWEON 223),Korea, Republic of,IRGC 58315-1,RDP2,tej
29d2b2aa.0,ARC 15530,India,IRGC 42077-1,RDP2,ind3
2a4742a1.0,TSON HSU DAU,China,IRGC 4711-1,RDP2,ind1
2a5ee06d.0,GARIA,Bangladesh,IRGC 25854-1,RDP2,aus
2a7942f9.0,IR 47684-05-1-B,Philippines,C1,RDP2,trj
2a7cba52.0,PRIMAVERA,Brazil,C1,RDP2,trj
2aa697f5.0,KALO KUCHI,Bangladesh,IRGC 66806-1,RDP2,aus
2aee3efb.0,PL 20,Sri Lanka,IRGC 50661-1,RDP2,admixed-ind
2b962329.0,KARUTHA CHEENEDDI,Sri Lanka,IRGC 47381-1,RDP2,aus
2bc2b57b.0,FEI SHE 9,China,IRGC 62658-1,RDP2,tej
2bca2f34.0,JHUM FULBADAM,Bangladesh,IRGC 25868-1,RDP2,aus
2bf966f7.0,BOA VISTA,El Salvador,IRGC 3370-1,RDP2,trj
2bfcbe44.0,MOSHUR,Bangladesh,IRGC 64789-1,RDP2,aus
2c12e583.0,SINNA SITHIRA KALI,Sri Lanka,IRGC 51064-C1,RDP2,ind3
2c665a9f.0,MAHADETHE,India,IRGC 74762-1,RDP2,ind3
2c7fdb9e.0,LAKHSNIKAJAL,Bangladesh,IRGC 25885-1,RDP2,aus
2ce7b56f.0,ICTA PAZOS,Guatemala,IRGC 116996-1,RDP2,ind2
2d661c20.0,PEGONIL,Spain,GERVEX 539-C1,RDP2,tej
2dc11592.0,WAY RAREM,Indonesia,IRTP 23013-C1,RDP2,ind2
2dfc3e8b.0,KEN CHIAO JU HSIAO LI,China,NA,RDP2,tej
2e05f839.0,NILO 3 B,El Salvador,IRGC 10283-1,RDP2,admixed-jap
2eafa96f.0,THAPACHINIYA,Nepal,IRGC 16234-1,RDP2,ind1
2ece01ea.0,YRL 196,Australia,GERVEX 505-C1,RDP2,tej
2f648b1a.0,KUNING,Indonesia,IRGC 24999-1,RDP2,admixed
2fbd0486.0,C 21,Philippines,IRGC 331-C1,RDP2,trj
2fd4cc75.0,BALAYAN,Malaysia,IRGC 71505-1,RDP2,trj
2fe209f3.0,ARC 12451,India,IRGC 41052-1,RDP2,admixed-jap
3006e778.0,NORIN 25,Japan,IRGC 449-1,RDP2,tej
3051c486.0,MAKALIOKA,Madagascar,IRGC 77864-1,RDP2,ind3
30b44a71.0,PADI KOMPAI,Indonesia,IRGC 25510-1,RDP2,trj
30b72e37.0,POACEAE A 1,India,IRGC 3641-1,RDP2,aro
30ff4a1b.0,PANJA,Bangladesh,IRGC 77289-1,RDP2,ind3
31d0e4b2.0,NCS 16,India,IRGC 51774-1,RDP2,admixed-ind
31ee2e47.0,VARY VATO MENAHODITRA,Madagascar,IRGC 69111-1,RDP2,ind3
324905f7.0,ASWINA,Bangladesh,IRGC 26289-C1,RDP2,ind3
325e218d.0,VIETNAM 3,Viet Nam,C1,RDP2,admixed-jap
32b946c6.0,RATHAL,Sri Lanka,IRGC 31524-C1,RDP2,trj
32e5a163.0,BELLE PATNA (URUGUAI),Brazil,IRGC 25954-1,RDP2,trj
32eff077.0,PULUT KELASA,Indonesia,IRGC 25599-1,RDP2,admixed-ind
3333a362.0,ARC 11772,India,IRGC 21634-1,RDP2,aus
3343a8d0.0,MALAGKIT,Philippines,IRGC 44583-1,RDP2,tej
33a2d283.0,BELOHAKILA 119,Madagascar,GERVEX 8342-C1,RDP2,admixed-ind
33c78350.0,TSAKA,Bhutan,IRGC 64934-C1,RDP2,admixed-ind
3445fd21.0,BAWOI,Bangladesh,IRGC 34737-1,RDP2,aus
3476f3f1.0,JAMBALI BUSSA,Pakistan,IRGC 73102-1,RDP2,aus
3529679a.0,AEDAL,Korea, Republic of,NA,RDP2,tej
3573bee5.0,SINDURI,India,IRGC 74778-1,RDP2,ind2
35c96b1f.0,LOKU SAMBA,Sri Lanka,IRGC 31462-1,RDP2,admixed-ind
36bb744b.0,KUMBIPHOU,India,IRGC 51990-1,RDP2,ind3
3728a9ec.0,LI CHUAN DA BAI GU,China,IRGC 70325-1,RDP2,ind1
37b04b0e.0,CT 6748-8-CA-17,Chile,IRGC 117328-1,RDP2,admixed-jap
3827f0a4.0,MATUYAMA OMACHI,Japan,IRGC 2547-1,RDP2,tej
38df9a64.0,CHUAN 4,Taiwan,NA,RDP2,admixed-jap
392016d6.0,AMBAR,Iraq,IRGC 9505-1,RDP2,aro
392738ed.0,NIPPONBARE,Japan,NA,RDP2,tej
395653ad.0,IKRA,Bangladesh,IRGC 77250-1,RDP2,aus
3a0ba81b.0,YAN ZHAO 9,China,IRGC 63062-1,RDP2,tej
3a239ed9.0,NA GUI ZHAN GU,China,IRGC 61841-1,RDP2,admixed-jap
3a860263.0,NORTHROSE,United States of America,IRGC 6738-1,RDP2,admixed-jap
3aacc5da.0,STG 556011,United States of America,IRGC 4059-1,RDP2,admixed-jap
3afaf3d8.0,AI QING 99,China,IRGC 63544-1,RDP2,ind1
3afe78bc.0,IR 71137-243-2-2-3-3,Philippines,IRGC 99696-1,RDP2,ind2
3b04fa79.0,GBE DASIMA,Liberia,IRGC 63248-1,RDP2,trj
3b7bddf8.0,KADUMA,Indonesia,IRGC 17777-1,RDP2,admixed-jap
3b8476cc.0,DUANG OJOY,Philippines,IRGC 3832-1,RDP2,admixed-jap
3bbad6c8.0,WAS 181-B-6-3,Senegal,C1,RDP2,ind2
3bce9cbd.0,KETAN GENTONG,Indonesia,IRGC 19954-1,RDP2,trj
3be0177e.0,SAN ANDREA,Italy,GERVEX 1395-C1,RDP2,tej
3d3f5b4e.0,GUTA BAZAIL,Bangladesh,IRGC 77245-1,RDP2,ind3
3d8fb59c.0,GIADA,Italy,GERVEX 114-C1,RDP2,trj
3df0675e.0,PURBIA (KALANSAR),Nepal,IRGC 59189-1,RDP2,ind3
3e2c5931.0,POONAGARI PERUMAL,Sri Lanka,IRGC 47408-1,RDP2,ind3
3ebf9098.0,BASMATI 370,India,IRGC 4895-C1,RDP2,aro
3f0e6324.0,TIE WANG DA DAO,China,IRGC 59932-1,RDP2,tej
3f2a659c.0,MUT IAC 25-44-807,Guyana,IRGC 68799-1,RDP2,trj
3f47082d.0,RAY JAZAYKAYZ,Bhutan,IRGC 62181-1,RDP2,admixed-ind
3fe1c922.0,MADAEL,Sri Lanka,NA,RDP2,ind3
3fe87c50.0,DOONGARA,Australia,IRGC 78392-1,RDP2,admixed-jap
401f340d.0,ANAYANSI,Colombia,IRGC 77474-1,RDP2,admixed-ind
4040faf1.0,IRAT 212,Cote d'Ivoire,GERVEX 7698-C1,RDP2,trj
4085f2b3.0,SATHI 34-36,India,C1,RDP2,aus
40caaf91.0,GUL MURALI,Bangladesh,IRGC 66792-1,RDP2,aus
413a4d18.0,ELVO,Italy,IRGC 82422-1,RDP2,tej
413a7a91.0,BUENG BAWNG TONG,Thailand,IRGC 71079-1,RDP2,admixed-jap
4187b98c.0,PALAWAN,Philippines,IRGC 4020-1,RDP2,trj
41de9a0c.0,DHAL KACHAI,Bangladesh,IRGC 66776-1,RDP2,ind1
422f0805.0,TOX 1011-4-1,Nigeria,IRGC 117033-1,RDP2,trj
424dfafe.0,UCHUTI,Kenya,IRGC 14694-1,RDP2,trj
429e439a.0,KHAU MUONG PIENG,Viet Nam,IRGC 78333-1,RDP2,admixed-ind
42b1abc7.0,KITRANA 508,Madagascar,IRGC 12793-C1,RDP2,ind3
42e96229.0,BOTOHAVANA,Madagascar,IRGC 79459-1,RDP2,admixed-ind
4387b815.0,RUZZ (HABUR),Iran,IRGC 55679-1,RDP2,ind3
43c32b7b.0,UPRB 56,India,IRGC 44229-1,RDP2,aus
43f1de28.0,BOTRA FOTSY,Madagascar,IRGC 77840-1,RDP2,trj
43f72773.0,MADAEL,Sri Lanka,NA,RDP2,ind3
44510ad9.0,MAHSURI,Malaysia,IRGC 10929-1,RDP2,admixed-ind
447b96f9.0,WC 296,China,IRGC 1220-1,RDP2,admixed-jap
4483db02.0,JOALBHANGA 499,Bangladesh,IRGC 6560-1,RDP2,admixed-ind
44a4883f.0,KOSATA,Sri Lanka,IRGC 31454-1,RDP2,trj
44fe4cf1.0,PACHEHAI PERUMAL,India,NA,RDP2,ind3
450597f4.0,DULAR,India,IRGC 636-1,RDP2,aus
4506b36e.0,ARC 12186,India,IRGC 41019-1,RDP2,ind3
45388f1b.0,KHUDWANI ACC 409,India,IRGC 34216-1,RDP2,tej
45d4a152.0,KINANDANG PUTI,Philippines,IRGC 44513-1,RDP2,admixed-ind
45db86ce.0,WAB 56-50,Cote d'Ivoire,IRTP 19464-C1,RDP2,trj
461d0329.0,GUATEMALA 1021,Guatemala,IRGC 3388-1,RDP2,trj
46ad8f19.0,UP 1537,Colombia,IRGC 70490-1,RDP2,ind2
470f6231.0,LG 2,Philippines,IRGC 64763-1,RDP2,trj
471e3f20.0,PANKHIRAJ,Bangladesh,IRGC 25911-1,RDP2,aus
4780f875.0,DA 16,Bangladesh,NA,RDP2,admixed-ind
47a38852.0,REKET MAUN,Indonesia,IRGC 43570-C1,RDP2,trj
47c2ea40.0,QING GU,China,IRGC 59839-1,RDP2,ind1
484b2a0f.0,ARC 12701,India,IRGC 22267-1,RDP2,admixed-jap
4874cc49.0,KAPUTU HOTA,Sri Lanka,IRGC 66516-1,RDP2,ind3
4901f055.0,ZALCHA,Bhutan,IRGC 62190-1,RDP2,admixed-ind
498a66b3.0,KAUKHNYIN ANI,Myanmar,IRGC 33176-1,RDP2,ind3
49a3b897.0,SAFRI 17,India,IRGC 117376-1,RDP2,tej
4a23e300.0,KALINGA III,India,C1,RDP2,admixed-ind
4a2f3d7e.0,JANGYEONGDO,Korea, Republic of,IRGC 73054-1,RDP2,admixed-jap
4a424ab9.0,PADDY 1300 DE MADAG,Burkina Faso,IRGC 69291-1,RDP2,admixed-ind
4a4f7bcf.0,SI KURIA,Indonesia,IRGC 66651-1,RDP2,trj
4a593fda.0,ZABI,Indonesia,IRGC 66685-2,RDP2,ind3
4a76097c.0,MICOCHU,Bangladesh,IRGC 25888-1,RDP2,aus
4a887b37.0,CU GAN HUANG DAO,China,IRGC 59490-1,RDP2,tej
4ab24252.0,SPTLR 7201-PRE 26-2-GM-4,Thailand,IRGC 117356-1,RDP2,admixed-ind
4ac9b635.0,BEIRAO,Portugal,GERVEX 782-C1,RDP2,tej
4c13a3a3.0,MAAP,Bhutan,IRGC 64911-1,RDP2,admixed-jap
4c343737.0,KI 68,India,IRGC 34768-1,RDP2,admixed-ind
4c9441ab.0,DHARIA BOALIA,Bangladesh,IRGC 64774-1,RDP2,aus
4c99061a.0,SPEAKER,Philippines,C1,RDP2,trj
4cbb1d88.0,DELLROSE,United States of America,GERVEX 1648-C1,RDP2,trj
4d01f7da.0,TX 750710-3,United States of America,IRGC 53382-1,RDP2,admixed-ind
4d5bbf08.0,PINAS (BORIK),Philippines,IRGC 44685-1,RDP2,admixed-ind
4d7959b3.0,QUILA 64117,Chile,IRGC 117024-1,RDP2,tej
4ddb15a7.0,CURINCA,Brazil,C1,RDP2,trj
4dff8039.0,RIZZOTTO 264,Italy,IRGC 65727-1,RDP2,admixed-jap
4e05537d.0,KAW LUYOENG,Thailand,IRGC 27716-C1,RDP2,admixed-ind
4e896f23.0,BAHAGIA,Sri Lanka,IRGC 116957-1,RDP2,ind2
4ee5710b.0,BORRACHO,Portugal,GERVEX 808-C1,RDP2,tej
4f00d7a6.0,OIRAN,Japan,NA,RDP2,admixed-jap
503b79f9.0,TD 25,Thailand,NA,RDP2,admixed-ind
50d80437.0,LIDO,Italy,GERVEX 78-C1,RDP2,tej
50db5bd2.0,HAWM OM,Thailand,NA,RDP2,admixed-jap
5101c870.0,WAS 30-11-4-6-2-2-1,Senegal,C1,RDP2,ind2
510a09e9.0,BELLE PATNA,United States of America,GERVEX 667-C1,RDP2,trj
51a3d19a.0,ARC 11708,India,IRGC 21575-1,RDP2,admixed-jap
51defbb2.0,NAKABAWA,Kenya,IRGC 70676-1,RDP2,admixed-ind
520f2474.0,FULKATI,Bangladesh,IRGC 66783-1,RDP2,aus
522427a2.0,SAN DU BAI MI HONG GU,China,IRGC 59849-1,RDP2,ind1
52650be2.0,ELONI,Surinam,C1,RDP2,admixed-ind
527b48fe.0,NSICRC 106,Philippines,IRGC 117370-1,RDP2,admixed-ind
529e807c.0,SHIRATAMA,Japan,IRGC 5394-1,RDP2,tej
52b7f6cb.0,KANGRO,Pakistan,IRGC 73105-1,RDP2,aus
5325e87e.0,LIEN CHAN SHA PU TSAN,China,IRGC 4541-1,RDP2,ind1
533385bb.0,AI LAN KE 1110,China,IRGC 67034-1,RDP2,admixed-ind
535588f1.0,CHITRAJ (DA 23),Bangladesh,NA,RDP2,ind3
538f034b.0,BOSSA,Guinea,IRGC 57781-1,RDP2,trj
53e1db9a.0,WIR 2824,Tajikistan,IRGC 36208-1,RDP2,admixed
53f2d44b.0,GUNDUL BATU,Indonesia,IRGC 17704-1,RDP2,trj
5476c80b.0,ARC 12429,India,IRGC 22060-2,RDP2,admixed-jap
55883d18.0,IR 74371-54-1-1,Philippines,C1,RDP2,ind2
559cd294.0,DHALA BAGDAR 2,Bangladesh,IRGC 77236-1,RDP2,aus
5664e98d.0,KAUKKYISAW,Myanmar,NA,RDP2,aro
57244fb4.0,KAM MRA,Bhutan,IRGC 62172-1,RDP2,admixed-jap
572bf96e.0,DULAR,India,IRGC 32561-1,RDP2,aus
5730daea.0,NORUNKAN,Sri Lanka,IRGC 8934-1,RDP2,ind2
5776533f.0,JABARSHAIL,Bangladesh,IRGC 25865-2,RDP2,aus
57c71a3b.0,DEHRADUNI,Afghanistan,IRGC 15768-1,RDP2,aro
5808fd31.0,KALAMKATI,India,NA,RDP2,aus
580cdd2c.0,RIPUN,Malaysia,IRGC 71607-1,RDP2,trj
5872a595.0,WAS 197-B-6-3-11,Senegal,C1,RDP2,ind2
588ae055.0,M 204,United States of America,GERVEX 1665-C1,RDP2,tej
58e181d5.0,IRAT 216,Cote d'Ivoire,GERVEX 7702-C1,RDP2,trj
59581b9f.0,SWARNA,India,NA,RDP2,admixed-ind
596109a8.0,LUCHAI,India,IRGC 52685-1,RDP2,ind3
5975119a.0,WAS 194-B-3-2-5,Senegal,C1,RDP2,ind2
597682fb.0,NEP VANG ONG,Viet Nam,IRGC 78374-1,RDP2,tej
599b7524.0,RXAR RGUE,United States of America,IRGC 1943-1,RDP2,trj
59afa5e3.0,ZS 4,Zambia,IRGC 56707-1,RDP2,ind3
59feaf0f.0,MAHA SUDUWEE,Sri Lanka,IRGC 15345-1,RDP2,ind3
5a36ef57.0,MALAGKIT PIRURUTONG,Philippines,NA,RDP2,trj
5a39d9e2.0,COLOMBIA 1,Colombia,IRTP 394-C1,RDP2,admixed-jap
5a43ae22.0,AUS JOTA,Bangladesh,NA,RDP2,aus
5a6e020b.0,MIKHUDEB,Bangladesh,IRGC 25892-1,RDP2,trj
5a93ec29.0,IR 65261-19-1-B,Philippines,C1,RDP2,trj
5aca49df.0,RIKUTO NORIN 264,Japan,IRGC 7409-1,RDP2,admixed-jap
5b45a727.0,WIR 1372,Yugoslavia (Former),IRGC 51604-1,RDP2,tej
5b46a23b.0,RHS 107-2-1-2TB-1JM,Mexico,IRGC 117025-1,RDP2,trj
5bfc8cb2.0,PEGASO,Italy,IRGC 81604-1,RDP2,admixed-jap
5c004033.0,IR 65907-188-1-B,Philippines,IRTP 21075-C1,RDP2,trj
5c0c6c6a.0,SHINCHIKU IKU 150,Taiwan,IRGC 10433-1,RDP2,tej
5c60aacf.0,PADI TERAS,Indonesia,IRGC 25554-1,RDP2,trj
5cbe4be7.0,PR 26390-581 CRF,Philippines,IRGC 117350-1,RDP2,tej
5cdc1419.0,BULU PANDAK,Indonesia,IRGC 13614-C1,RDP2,trj
5cf44264.0,JAGANNATH (T 141 MUTANT),India,IRGC 17042-1,RDP2,ind3
5cf82125.0,BAGETAULI,Nepal,IRGC 61909-1,RDP2,admixed
5d11b518.0,KARASUKARA SURANKASU,Taiwan,IRGC 8196-C1,RDP2,admixed-jap
5d3d041f.0,JEOKMOSAEK,Korea, Republic of,IRGC 55562-1,RDP2,tej
5d627b54.0,TIKKIRISAMBA,Sri Lanka,IRGC 8947-1,RDP2,ind3
5da42fd9.0,RIKUTO SHIRO HIGE,Japan,IRGC 506-1,RDP2,admixed-jap
5dbf5fd5.0,S 101,United States of America,IRGC 76310-1,RDP2,tej
5dc70773.0,SR 26 B,Japan,IRGC 10798-1,RDP2,ind3
5de1c893.0,LALBAJAM,Bangladesh,IRGC 49227-1,RDP2,ind3
5e25caa7.0,WU ZHOU NUO,China,IRGC 60001-1,RDP2,tej
5efeb5b6.0,PERUM KARUPPAN,Sri Lanka,IRGC 15524-1,RDP2,ind3
5f58e497.0,BLUE ROSE,United States of America,IRGC 151-1,RDP2,admixed-jap
5f6dacad.0,WALANGA,Indonesia,IRGC 27502-1,RDP2,trj
5fbef737.0,NEP ME HOA BINH,Viet Nam,IRGC 78366-1,RDP2,tej
606745be.0,PORTACHUELO,Bolivia,IRGC 10758-1,RDP2,trj
60808a33.0,BASMATI 370,India,IRGC 3750-1,RDP2,aro
60880c40.0,JUMA 51,Dominican Republic,IRGC 117009-1,RDP2,ind2
6088d970.0,MENAHODITRA 1234,Madagascar,GERVEX 5213-C1,RDP2,ind3
608b0d34.0,HINSUM,Bhutan,IRGC 67832-1,RDP2,admixed
6104b4fa.0,APURA,Surinam,C1,RDP2,admixed
6105fdd6.0,GAO GAN DA NUO,China,IRGC 73974-1,RDP2,tej
61544ce0.0,TNAU 7456,India,IRGC 39858-1,RDP2,admixed-ind
615bc0c5.0,TAHUN PUTEH,Malaysia,IRGC 71631-1,RDP2,trj
616800eb.0,1-52-6,Brazil,IRGC 39111-1,RDP2,trj
61d7b167.0,BENAMURI,Bangladesh,IRGC 25840-1,RDP2,aus
6239d858.0,HAO HOM,Lao People's Democratic Republic,IRGC 12931-1,RDP2,admixed-ind
62a933c9.0,SOM CAU 70 A,Viet Nam,IRGC 8227-1,RDP2,admixed-ind
62b3c9db.0,THIERNO BANDE,Senegal,IRGC 16009-C1,RDP2,ind2
6302479a.0,SAREINA,India,IRGC 67757-1,RDP2,aus
633058c9.0,WAS 105-B-IDSA-B-WAS 2-1-FKR-1,Senegal,C1,RDP2,ind2
634135c7.0,KHAO DAW TAI,Thailand,IRGC 24108-1,RDP2,ind3
6346e91f.0,ROJOFOTSY 693,Madagascar,GERVEX 8407-C1,RDP2,admixed-ind
63978d53.0,KHAO DAM,Lao People's Democratic Republic,NA,RDP2,admixed-jap
63b37a65.0,ASAHI,Japan,IRGC 33983-1,RDP2,admixed-ind
63b92cb1.0,CHA PHU MA,Thailand,C1,RDP2,admixed-jap
63bfa532.0,ARC 14280,India,IRGC 42881-1,RDP2,ind3
6411dbe6.0,YUNLEN 7,China,IRGC 81089-1,RDP2,tej
6461d175.0,NPE 251,Pakistan,IRGC 38689-1,RDP2,tej
64f24c90.0,TUNGHWANPEI,China,IRGC 50195-1,RDP2,ind1
6512e619.0,DOGOL,Chad,IRGC 56679-1,RDP2,ind3
65329b91.0,RAKHOIL,Bangladesh,IRGC 64793-1,RDP2,aus
65e9acfc.0,NPE 832,Pakistan,IRGC 38695-1,RDP2,tej
662c51d5.0,MALAGKIT PUTI,Philippines,IRGC 19451-1,RDP2,trj
663dd736.0,E KHA KEHA,Taiwan,IRGC 2764-1,RDP2,admixed-ind
66640ece.0,A 301,United States of America,IRGC 77137-1,RDP2,trj
66c5c186.0,JISAN 1,Korea, Republic of,IRGC 79428-1,RDP2,tej
670e6452.0,YUNLU 7,China,C1,RDP2,admixed-jap
676e7e71.0,WC 2615,Turkey,IRGC 74460-1,RDP2,admixed-jap
67f791c4.0,CIRAD 488,Madagascar,GERVEX 9172-C1,RDP2,trj
6867d380.0,GADRA,Pakistan,IRGC 73098-1,RDP2,aus
68b91064.0,YAKADA,Sri Lanka,IRGC 51096-1,RDP2,ind3
68e4cbcd.0,TSIPALA FOTAKA,Madagascar,IRGC 69080-1,RDP2,ind2
68f6c96b.0,RUSSO 1,Italy,GERVEX 1248-C1,RDP2,tej
68fcf28b.0,BALA (CR 42-38),India,IRGC 12884-1,RDP2,admixed-ind
6a7a899f.0,HONG MI DONG MAO ZHAN,China,IRGC 68078-1,RDP2,ind1
6ac05b0a.0,RATHUWEE,Sri Lanka,NA,RDP2,ind3
6ac8c69b.0,ARC 10177,India,NA,RDP2,aus
6b4dfade.0,PALMIRA,Costa Rica,IRGC 5097-1,RDP2,admixed-jap
6b7c863c.0,SENG,Thailand,IRGC 23776-1,RDP2,admixed-jap
6bae9567.0,NUNGYU 1511,Taiwan,IRGC 65181-1,RDP2,tej
6bcd80c9.0,SZE MIN Y 4269,Australia,IRGC 1014-1,RDP2,ind1
6bdc5ba1.0,AUS 196,Bangladesh,IRGC 29016-1,RDP2,aus
6c2404e4.0,CI 9541,United States of America,IRGC 11392-1,RDP2,trj
6c5fca8b.0,IC 27525,India,IRGC 53989-1,RDP2,aus
6cad450a.0,HEI CHIAO CHUI LI HSIANG KENG,China,NA,RDP2,tej
6cf8dce4.0,YE TI ZHAN,China,IRGC 68296-1,RDP2,ind1
6db9741e.0,KEN CHIAO JU HSIAO LI,China,NA,RDP2,tej
6e1c3c36.0,NUNGYU 1803,Taiwan,IRGC 65201-1,RDP2,tej
6e558caa.0,TAICHUNG 163,Taiwan,IRGC 65293-1,RDP2,tej
6f2e8d2d.0,KORAL,Italy,GERVEX 85-C1,RDP2,tej
6f83eb1c.0,HAM ALE -WEE,Sri Lanka,IRGC 11943-1,RDP2,admixed-jap
6fb127b9.0,SZIMAI,China,IRGC 65743-1,RDP2,admixed-ind
6fe1d5f1.0,SAMPATTI,Bangladesh,IRGC 25920-1,RDP2,aus
703716b9.0,INDO NO 13048,Indonesia,IRGC 48646-1,RDP2,ind2
7063594d.0,BAI HE,China,IRGC 76437-1,RDP2,ind1
7069a48a.0,FAROX 299,Nigeria,IRGC 63102-1,RDP2,trj
7165bf45.0,BICO TORTO,Brazil,IRGC 50923-1,RDP2,admixed-jap
718e09f3.0,ARC 11559,India,IRGC 21477-1,RDP2,aus
71ad2583.0,M 302,United States of America,IRGC 57083-1,RDP2,tej
722f3e58.0,VARY MADINIKA,Madagascar,IRGC 69433-1,RDP2,tej
727ccfb0.0,KING,Italy,GERVEX 1655-C1,RDP2,admixed-jap
727d7321.0,MOSHIA BHADOI,Bangladesh,IRGC 66817-1,RDP2,aus
729756e4.0,NAVOLATO A 71,Mexico,IRGC 51110-1,RDP2,ind2
72bb892f.0,BAKUNG (H),Malaysia,IRGC 60220-1,RDP2,trj
72dd606d.0,IAC 164,Brazil,IRGC 55860-1,RDP2,trj
72fe6215.0,KWADWO AMOA,Ghana,IRGC 14738-1,RDP2,trj
738e30d3.0,VASSE NANAN,Cote d'Ivoire,IRGC 56812-1,RDP2,trj
7395f5f2.0,KALO MONI,Bangladesh,IRGC 77259-1,RDP2,admixed
73cec4b9.0,BONNI,Italy,GERVEX 70-C1,RDP2,tej
740ad2ae.0,SATHRA 278,Pakistan,IRGC 28239-1,RDP2,aus
744e9c3f.0,280,Liberia,IRGC 14917-1,RDP2,trj
747c3445.0,BG 301,Sri Lanka,IRGC 117315-1,RDP2,ind2
